Occupancy,FIRM,Flood Zone,Total loss ratio (%),Foundation (%),Below First Floor (%),Structure Framing (%),Roof Covering (%),Roof Framing (%),Exterior Walls (%),Interiors (%)
GOV2,1,V ,10,0,0,0,0,0,0,10
GOV2,1,V ,20,0,0,0,0,0,0,19.99
GOV2,1,V ,30,0,0,0,0,0,0.01,29.99
GOV2,1,V ,40,0,0,0.01,0,0,0.01,39.99
GOV2,1,V ,50,0,0,0.01,0,0,0.01,49.98
GOV2,1,V ,60,0,0,0.01,0,0,0.01,59.98
GOV2,1,V ,70,0,0,0.02,0,0,0.01,69.97
GOV2,1,V ,80,0,0,0.02,0,0,0.01,79.97
GOV2,1,V ,90,0,0,0.02,0,0,0.01,89.96
GOV2,1,V ,100,0,0,0.02,0,0,0.02,99.96
IND1,0,A ,0,0,0,0,0,0,0,0
IND1,0,A ,10,0,0,0,0,0,0,10
IND1,0,A ,20,0,0,0,0,0,0,20
IND1,0,A ,30,0,0,0,0,0,0,30
IND1,0,A ,40,0,0,0,0,0,0,40
IND1,0,A ,50,0,0,0,0,0,0,50
IND1,0,A ,60,0,0,0,0,0,0,60
IND1,0,A ,70,0,0,0,0,0,0,70
IND1,0,A ,80,0,0,0,0,0,0,80
IND1,0,A ,90,0,0,0,0,0,0.01,89.99
IND1,0,A ,100,0.01,0,0,0,0,0.01,99.98
IND1,0,CA,0,0,0,0,0,0,0,0
IND1,0,CA,10,0,0,0,0,0,0,10
IND1,0,CA,20,0,0,0,0,0,0,20
IND1,0,CA,30,0,0,0,0,0,0,30
IND1,0,CA,40,0,0,0,0,0,0,40
IND1,0,CA,50,0,0,0,0,0,0,50
IND1,0,CA,60,0,0,0,0,0,0,59.99
IND1,0,CA,70,0,0,0,0,0,0.01,69.99
IND1,0,CA,80,0,0,0,0,0,0.01,79.99
IND1,0,CA,90,0.01,0,0,0,0,0.01,89.99
IND1,0,CA,100,0.01,0,0,0,0,0.01,99.98
IND1,0,V ,0,0,0,0,0,0,0,0
IND1,0,V ,10,0,0,0,0,0,0,10
IND1,0,V ,20,0,0,0,0,0,0,20
IND1,0,V ,30,0,0,0,0,0,0,30
IND1,0,V ,40,0,0,0,0,0,0,40
IND1,0,V ,50,0,0,0,0,0,0,50
IND1,0,V ,60,0,0,0,0,0,0,59.99
IND1,0,V ,70,0,0,0,0,0,0.01,69.99
IND1,0,V ,80,0,0,0,0,0,0.01,79.99
IND1,0,V ,90,0.01,0,0,0,0,0.01,89.99
IND1,0,V ,100,0.01,0,0,0,0,0.01,99.98
IND1,1,A ,0,0,0,0,0,0,0,0
IND1,1,A ,10,0,0,0,0,0,0,10
IND1,1,A ,20,0,0,0,0,0,0,20
IND1,1,A ,30,0,0,0,0,0,0,30
IND1,1,A ,40,0,0,0,0,0,0,40
IND1,1,A ,50,0,0,0,0,0,0,50
IND1,1,A ,60,0,0,0,0,0,0,60
IND1,1,A ,70,0,0,0,0,0,0,70
IND1,1,A ,80,0,0,0,0,0,0.01,79.99
IND1,1,A ,90,0.03,0,0,0,0,0.01,89.96
IND1,1,A ,100,0.08,0,0,0,0,0.01,99.91
IND1,1,CA,0,0,0,0,0,0,0,0
IND1,1,CA,10,0,0,0,0,0,0,10
IND1,1,CA,20,0,0,0,0,0,0,20
IND1,1,CA,30,0,0,0,0,0,0,30
IND1,1,CA,40,0,0,0,0,0,0,40
IND1,1,CA,50,0,0,0,0,0,0,50
IND1,1,CA,60,0,0,0,0,0,0,59.99
IND1,1,CA,70,0.01,0,0,0,0,0,69.99
IND1,1,CA,80,0.03,0,0,0,0,0,79.97
IND1,1,CA,90,0.03,0,0,0,0,0.01,89.96
IND1,1,CA,100,0.08,0,0,0,0,0.01,99.92
IND1,1,V ,0,0,0,0,0,0,0,0
IND1,1,V ,10,0,0,0,0,0,0,10
IND1,1,V ,20,0,0,0,0,0,0,20
IND1,1,V ,30,0,0,0,0,0,0,30
IND1,1,V ,40,0,0,0,0,0,0,40
IND1,1,V ,50,0,0,0,0,0,0,50
IND1,1,V ,60,0,0,0,0,0,0,59.99
IND1,1,V ,70,0.01,0,0,0,0,0,69.99
IND1,1,V ,80,0.03,0,0,0,0,0,79.97
IND1,1,V ,90,0.03,0,0,0,0,0.01,89.96
IND1,1,V ,100,0.07,0,0,0,0,0.01,99.92
IND2,0,A ,0,0,0,0,0,0,0,0
IND2,0,A ,10,0,0,0,0,0,0,10
IND2,0,A ,20,0,0,0,0,0,0,20
IND2,0,A ,30,0,0,0,0,0,0,30
IND2,0,A ,40,0,0,0,0,0,0,40
IND2,0,A ,50,0,0,0,0,0,0,50
IND2,0,A ,60,0,0,0,0,0,0.01,59.99
IND2,0,A ,70,0,0,0,0,0,0.01,69.99
IND2,0,A ,80,0,0,0,0,0,0.02,79.98
IND2,0,A ,90,0.02,0,0,0,0,0.02,89.95
IND2,0,A ,100,0.03,0,0,0.01,0,0.03,99.94
IND2,0,CA,0,0,0,0,0,0,0,0
IND2,0,CA,10,0,0,0,0,0,0,10
IND2,0,CA,20,0,0,0,0,0,0,20
IND2,0,CA,30,0,0,0,0,0,0,30
IND2,0,CA,40,0,0,0,0,0,0.01,39.99
IND2,0,CA,50,0,0,0,0,0,0.01,49.99
IND2,0,CA,60,0,0,0,0,0,0.01,59.98
IND2,0,CA,70,0.01,0,0,0,0,0.02,69.97
IND2,0,CA,80,0.01,0,0,0,0,0.02,79.96
IND2,0,CA,90,0.02,0,0,0,0,0.02,89.95
IND2,0,CA,100,0.03,0,0,0.01,0,0.03,99.93
IND2,0,V ,0,0,0,0,0,0,0,0
IND2,0,V ,10,0,0,0,0,0,0,10
IND2,0,V ,20,0,0,0,0,0,0,20
IND2,0,V ,30,0,0,0,0,0,0,30
IND2,0,V ,40,0,0,0,0,0,0.01,39.99
IND2,0,V ,50,0,0,0,0,0,0.01,49.99
IND2,0,V ,60,0,0,0,0,0,0.01,59.98
IND2,0,V ,70,0.01,0,0,0,0,0.02,69.97
IND2,0,V ,80,0.01,0,0,0,0,0.02,79.96
IND2,0,V ,90,0.02,0,0,0,0,0.02,89.95
IND2,0,V ,100,0.03,0,0,0.01,0,0.03,99.93
IND2,1,A ,0,0,0,0,0,0,0,0
IND2,1,A ,10,0,0,0,0,0,0,10
IND2,1,A ,20,0,0,0,0,0,0,20
IND2,1,A ,30,0,0,0,0,0,0,30
IND2,1,A ,40,0,0,0,0,0,0,40
IND2,1,A ,50,0,0,0,0,0,0,50
IND2,1,A ,60,0,0,0,0,0,0.01,59.99
IND2,1,A ,70,0,0,0,0,0,0.01,69.99
IND2,1,A ,80,0,0,0,0,0,0.02,79.98
IND2,1,A ,90,0.07,0,0,0.01,0,0.02,89.9
IND2,1,A ,100,0.23,0,0,0.01,0,0.02,99.74
IND2,1,CA,0,0,0,0,0,0,0,0
IND2,1,CA,10,0,0,0,0,0,0,10
IND2,1,CA,20,0,0,0,0,0,0,20
IND2,1,CA,30,0,0,0,0,0,0.01,29.99
IND2,1,CA,40,0,0,0,0,0,0.01,39.99
IND2,1,CA,50,0,0,0,0,0,0.01,49.99
IND2,1,CA,60,0,0,0,0,0,0.01,59.98
IND2,1,CA,70,0,0,0,0,0,0.01,69.98
IND2,1,CA,80,0,0,0,0,0,0.02,79.98
IND2,1,CA,90,0.09,0,0,0.01,0,0.02,89.88
IND2,1,CA,100,0.35,0,0,0.01,0,0.02,99.62
IND2,1,V ,0,0,0,0,0,0,0,0
IND2,1,V ,10,0,0,0,0,0,0,10
IND2,1,V ,20,0,0,0,0,0,0,20
IND2,1,V ,30,0,0,0,0,0,0.01,29.99
IND2,1,V ,40,0,0,0,0,0,0.01,39.99
IND2,1,V ,50,0,0,0,0,0,0.01,49.99
IND2,1,V ,60,0,0,0,0,0,0.01,59.98
IND2,1,V ,70,0,0,0,0,0,0.01,69.98
IND2,1,V ,80,0,0,0,0,0,0.02,79.98
IND2,1,V ,90,0.09,0,0,0.01,0,0.02,89.88
IND2,1,V ,100,0.35,0,0,0.01,0,0.02,99.62
IND3,0,A ,0,0,0,0,0,0,0,0
IND3,0,A ,10,0,0,0,0,0,0,10
IND3,0,A ,20,0,0,0,0,0,0,20
IND3,0,A ,30,0,0,0,0,0,0,30
IND3,0,A ,40,0,0,0,0,0,0,40
IND3,0,A ,50,0,0,0,0,0,0,50
IND3,0,A ,60,0,0,0,0,0,0,60
IND3,0,A ,70,0,0,0,0,0,0,70
IND3,0,A ,80,0,0,0,0,0,0.01,79.99
IND3,0,A ,90,0,0,0,0,0,0.01,89.98
IND3,0,A ,100,0,0,0,0,0,0.02,99.98
IND3,0,CA,0,0,0,0,0,0,0,0
IND3,0,CA,10,0,0,0,0,0,0,10
IND3,0,CA,20,0,0,0,0,0,0,20
IND3,0,CA,30,0,0,0,0,0,0,30
IND3,0,CA,40,0,0,0,0,0,0,40
IND3,0,CA,50,0,0,0,0,0,0.01,49.99
IND3,0,CA,60,0,0,0,0,0,0.01,59.99
IND3,0,CA,70,0,0,0,0,0,0.01,69.99
IND3,0,CA,80,0,0,0,0,0,0.01,79.99
IND3,0,CA,90,0,0,0,0,0,0.01,89.98
IND3,0,CA,100,0,0,0,0,0,0.01,99.98
IND3,0,V ,0,0,0,0,0,0,0,0
IND3,0,V ,10,0,0,0,0,0,0,10
IND3,0,V ,20,0,0,0,0,0,0,20
IND3,0,V ,30,0,0,0,0,0,0,30
IND3,0,V ,40,0,0,0,0,0,0,40
IND3,0,V ,50,0,0,0,0,0,0.01,49.99
IND3,0,V ,60,0,0,0,0,0,0.01,59.99
IND3,0,V ,70,0,0,0,0,0,0.01,69.99
IND3,0,V ,80,0,0,0,0,0,0.01,79.99
IND3,0,V ,90,0,0,0,0,0,0.01,89.98
IND3,0,V ,100,0,0,0,0,0,0.01,99.98
IND3,1,A ,0,0,0,0,0,0,0,0
IND3,1,A ,10,0,0,0,0,0,0,10
IND3,1,A ,20,0,0,0,0,0,0,20
IND3,1,A ,30,0,0,0,0,0,0,30
IND3,1,A ,40,0,0,0,0,0,0,40
IND3,1,A ,50,0,0,0,0,0,0,50
IND3,1,A ,60,0,0,0,0,0,0,60
IND3,1,A ,70,0,0,0,0,0,0.01,69.99
IND3,1,A ,80,0,0,0,0,0,0.01,79.99
IND3,1,A ,90,0.02,0,0,0,0,0.01,89.97
IND3,1,A ,100,0.04,0,0,0,0,0.01,99.95
IND3,1,CA,0,0,0,0,0,0,0,0
IND3,1,CA,10,0,0,0,0,0,0,10
IND3,1,CA,20,0,0,0,0,0,0,20
IND3,1,CA,30,0,0,0,0,0,0,30
IND3,1,CA,40,0,0,0,0,0,0,40
IND3,1,CA,50,0,0,0,0,0,0.01,49.99
IND3,1,CA,60,0,0,0,0,0,0.01,59.99
IND3,1,CA,70,0.01,0,0,0,0,0.01,69.98
IND3,1,CA,80,0.02,0,0,0,0,0.01,79.97
IND3,1,CA,90,0.03,0,0,0,0,0.01,89.96
IND3,1,CA,100,0.04,0,0,0,0,0.01,99.94
IND3,1,V ,0,0,0,0,0,0,0,0
IND3,1,V ,10,0,0,0,0,0,0,10
IND3,1,V ,20,0,0,0,0,0,0,20
IND3,1,V ,30,0,0,0,0,0,0,30
IND3,1,V ,40,0,0,0,0,0,0,40
IND3,1,V ,50,0,0,0,0,0,0.01,49.99
IND3,1,V ,60,0,0,0,0,0,0.01,59.99
IND3,1,V ,70,0.01,0,0,0,0,0.01,69.98
IND3,1,V ,80,0.02,0,0,0,0,0.01,79.97
IND3,1,V ,90,0.03,0,0,0,0,0.01,89.96
IND3,1,V ,100,0.04,0,0,0,0,0.01,99.94
IND4,0,A ,0,0,0,0,0,0,0,0
IND4,0,A ,10,0,0,0,0,0,0,10
IND4,0,A ,20,0,0,0,0,0,0,20
IND4,0,A ,30,0,0,0,0,0,0,30
IND4,0,A ,40,0,0,0,0,0,0,40
IND4,0,A ,50,0,0,0,0,0,0,50
IND4,0,A ,60,0,0,0,0,0,0,60
IND4,0,A ,70,0,0,0,0,0,0,70
IND4,0,A ,80,0,0,0.32,0,0,0.01,79.68
IND4,0,A ,90,0,0,0.69,0,0,0.01,89.31
IND4,0,A ,100,0,0,1.05,0,0,0.01,98.95
IND4,0,CA,0,0,0,0,0,0,0,0
IND4,0,CA,10,0,0,0,0,0,0,10
IND4,0,CA,20,0,0,0.02,0,0,0,19.98
IND4,0,CA,30,0,0,0.07,0,0,0,29.93
IND4,0,CA,40,0,0,0.15,0,0,0,39.85
IND4,0,CA,50,0,0,0.22,0,0,0,49.78
IND4,0,CA,60,0,0,0.3,0,0,0,59.7
IND4,0,CA,70,0,0,0.35,0,0,0,69.65
IND4,0,CA,80,0,0,0.44,0,0,0,79.56
IND4,0,CA,90,0,0,0.65,0,0,0.01,89.34
IND4,0,CA,100,0,0,1.01,0,0,0.01,98.98
IND4,0,V ,0,0,0,0,0,0,0,0
IND4,0,V ,10,0,0,0,0,0,0,10
IND4,0,V ,20,0,0,0.02,0,0,0,19.98
IND4,0,V ,30,0,0,0.05,0,0,0,29.94
IND4,0,V ,40,0,0,0.13,0,0,0,39.87
IND4,0,V ,50,0,0,0.22,0,0,0,49.78
IND4,0,V ,60,0,0,0.3,0,0,0,59.7
IND4,0,V ,70,0,0,0.33,0,0,0,69.67
IND4,0,V ,80,0,0,0.42,0,0,0,79.58
IND4,0,V ,90,0,0,0.62,0,0,0.01,89.38
IND4,0,V ,100,0,0,1,0,0,0.01,98.99
IND4,1,A ,0,0,0,0,0,0,0,0
IND4,1,A ,10,0,0,0,0,0,0,10
IND4,1,A ,20,0,0,0,0,0,0,20
IND4,1,A ,30,0,0,0,0,0,0,30
IND4,1,A ,40,0,0,0,0,0,0,40
IND4,1,A ,50,0,0,0,0,0,0,50
IND4,1,A ,60,0,0,0,0,0,0,60
IND4,1,A ,70,0,0,0.04,0,0,0,69.96
IND4,1,A ,80,0,0,0.51,0,0,0,79.49
IND4,1,A ,90,0.01,0,0.91,0,0,0,89.08
IND4,1,A ,100,0.02,0,1.23,0,0,0,98.75
IND4,1,CA,0,0,0,0,0,0,0,0
IND4,1,CA,10,0,0,0,0,0,0,10
IND4,1,CA,20,0,0,0.04,0,0,0,19.96
IND4,1,CA,30,0,0,0.11,0,0,0,29.88
IND4,1,CA,40,0,0,0.18,0,0,0,39.81
IND4,1,CA,50,0,0,0.28,0,0,0,49.71
IND4,1,CA,60,0,0,0.39,0,0,0,59.61
IND4,1,CA,70,0,0,0.54,0,0,0,69.46
IND4,1,CA,80,0,0,0.64,0,0,0,79.35
IND4,1,CA,90,0.01,0,0.93,0,0,0,89.06
IND4,1,CA,100,0.01,0,1.25,0,0,0,98.73
IND4,1,V ,0,0,0,0,0,0,0,0
IND4,1,V ,10,0,0,0,0,0,0,10
IND4,1,V ,20,0,0,0.04,0,0,0,19.96
IND4,1,V ,30,0,0,0.12,0,0,0,29.88
IND4,1,V ,40,0,0,0.18,0,0,0,39.81
IND4,1,V ,50,0,0,0.29,0,0,0,49.71
IND4,1,V ,60,0,0,0.39,0,0,0,59.6
IND4,1,V ,70,0,0,0.54,0,0,0,69.45
IND4,1,V ,80,0,0,0.65,0,0,0,79.34
IND4,1,V ,90,0.01,0,0.93,0,0,0,89.06
IND4,1,V ,100,0.01,0,1.26,0,0,0,98.72
IND5,0,A ,0,0,0,0,0,0,0,0
IND5,0,A ,10,0,0,0,0,0,0,10
IND5,0,A ,20,0,0,0,0,0,0,20
IND5,0,A ,30,0,0,0,0,0,0,30
IND5,0,A ,40,0,0,0,0,0,0,40
IND5,0,A ,50,0,0,0,0,0,0,50
IND5,0,A ,60,0,0,0,0,0,0,60
IND5,0,A ,70,0,0,0,0,0,0,70
IND5,0,A ,80,0,0,0,0,0,0,80
IND5,0,A ,90,0,0,0,0,0,0,90
IND5,0,A ,100,0,0,0,0,0,0,100
IND5,0,CA,0,0,0,0,0,0,0,0
IND5,0,CA,10,0,0,0,0,0,0,10
IND5,0,CA,20,0,0,0,0,0,0,20
IND5,0,CA,30,0,0,0,0,0,0,30
IND5,0,CA,40,0,0,0,0,0,0,40
IND5,0,CA,50,0,0,0,0,0,0,50
IND5,0,CA,60,0,0,0,0,0,0,60
IND5,0,CA,70,0,0,0,0,0,0,70
IND5,0,CA,80,0,0,0,0,0,0,80
IND5,0,CA,90,0,0,0,0,0,0,90
IND5,0,CA,100,0,0,0,0,0,0,100
IND5,0,V ,0,0,0,0,0,0,0,0
IND5,0,V ,10,0,0,0,0,0,0,10
IND5,0,V ,20,0,0,0,0,0,0,20
IND5,0,V ,30,0,0,0,0,0,0,30
IND5,0,V ,40,0,0,0,0,0,0,40
IND5,0,V ,50,0,0,0,0,0,0,50
IND5,0,V ,60,0,0,0,0,0,0,60
IND5,0,V ,70,0,0,0,0,0,0,70
IND5,0,V ,80,0,0,0,0,0,0,80
IND5,0,V ,90,0,0,0,0,0,0,90
IND5,0,V ,100,0,0,0,0,0,0,100
IND5,1,A ,0,0,0,0,0,0,0,0
IND5,1,A ,10,0,0,0,0,0,0,10
IND5,1,A ,20,0,0,0,0,0,0,20
IND5,1,A ,30,0,0,0,0,0,0,30
IND5,1,A ,40,0,0,0,0,0,0,40
IND5,1,A ,50,0,0,0,0,0,0,50
IND5,1,A ,60,0,0,0,0,0,0,60
IND5,1,A ,70,0,0,0,0,0,0,70
IND5,1,A ,80,0,0,0,0,0,0,80
IND5,1,A ,90,0,0,0,0,0,0,90
IND5,1,A ,100,0.02,0,0,0,0,0,99.98
IND5,1,CA,0,0,0,0,0,0,0,0
IND5,1,CA,10,0,0,0,0,0,0,10
IND5,1,CA,20,0,0,0,0,0,0,20
IND5,1,CA,30,0,0,0,0,0,0,30
IND5,1,CA,40,0,0,0,0,0,0,40
IND5,1,CA,50,0,0,0,0,0,0,50
IND5,1,CA,60,0,0,0,0,0,0,60
IND5,1,CA,70,0,0,0,0,0,0,70
IND5,1,CA,80,0.01,0,0,0,0,0,79.99
IND5,1,CA,90,0.01,0,0,0,0,0,89.99
IND5,1,CA,100,0.01,0,0,0,0,0,99.99
IND5,1,V ,0,0,0,0,0,0,0,0
IND5,1,V ,10,0,0,0,0,0,0,10
IND5,1,V ,20,0,0,0,0,0,0,20
IND5,1,V ,30,0,0,0,0,0,0,30
IND5,1,V ,40,0,0,0,0,0,0,40
IND5,1,V ,50,0,0,0,0,0,0,50
IND5,1,V ,60,0,0,0,0,0,0,60
IND5,1,V ,70,0,0,0,0,0,0,70
IND5,1,V ,80,0.01,0,0,0,0,0,79.99
IND5,1,V ,90,0.01,0,0,0,0,0,89.99
IND5,1,V ,100,0.01,0,0,0,0,0,99.99
IND6,0,A ,0,0,0,0,0,0,0,0
IND6,0,A ,10,0,0,0,0,0,0,10
IND6,0,A ,20,0,0,0,0,0,0.01,19.99
IND6,0,A ,30,0,0,0,0,0,0.01,29.99
IND6,0,A ,40,0,0,0,0,0,0.01,39.99
IND6,0,A ,50,0,0,0,0,0,0.02,49.98
IND6,0,A ,60,0,0,0,0,0,0.02,59.98
IND6,0,A ,70,0,0,0,0,0,0.04,69.96
IND6,0,A ,80,0.02,0,0,0.01,0,0.06,79.91
IND6,0,A ,90,0.2,0,0,0.01,0,0.06,89.73
IND6,0,A ,100,0.32,0,0,0.01,0,0.05,99.6
IND6,0,CA,0,0,0,0,0,0,0,0
IND6,0,CA,10,0,0,0,0,0,0,10
IND6,0,CA,20,0,0,0,0,0,0.01,19.99
IND6,0,CA,30,0,0,0,0,0,0.01,29.99
IND6,0,CA,40,0,0,0,0,0,0.01,39.98
IND6,0,CA,50,0,0,0,0,0,0.02,49.98
IND6,0,CA,60,0.01,0,0,0,0,0.02,59.96
IND6,0,CA,70,0.05,0,0,0.01,0,0.03,69.92
IND6,0,CA,80,0.09,0,0,0.01,0,0.04,79.86
IND6,0,CA,90,0.22,0,0,0.01,0,0.06,89.71
IND6,0,CA,100,0.27,0,0,0.02,0,0.05,99.65
IND6,0,V ,0,0,0,0,0,0,0,0
IND6,0,V ,10,0,0,0,0,0,0,10
IND6,0,V ,20,0,0,0,0,0,0.01,19.99
IND6,0,V ,30,0,0,0,0,0,0.01,29.99
IND6,0,V ,40,0,0,0,0,0,0.01,39.98
IND6,0,V ,50,0,0,0,0,0,0.02,49.98
IND6,0,V ,60,0.01,0,0,0,0,0.02,59.96
IND6,0,V ,70,0.05,0,0,0.01,0,0.03,69.92
IND6,0,V ,80,0.09,0,0,0.01,0,0.04,79.86
IND6,0,V ,90,0.22,0,0,0.01,0,0.06,89.71
IND6,0,V ,100,0.27,0,0,0.02,0,0.05,99.65
IND6,1,A ,0,0,0,0,0,0,0,0
IND6,1,A ,10,0,0,0,0,0,0,10
IND6,1,A ,20,0,0,0,0,0,0,20
IND6,1,A ,30,0,0,0,0,0,0,30
IND6,1,A ,40,0,0,0,0,0,0,40
IND6,1,A ,50,0,0,0,0,0,0.01,49.99
IND6,1,A ,60,0,0,0,0,0,0.03,59.97
IND6,1,A ,70,0,0,0,0,0,0.05,69.95
IND6,1,A ,80,0.31,0,0,0.01,0,0.05,79.62
IND6,1,A ,90,0.66,0,0,0.02,0.01,0.04,89.27
IND6,1,A ,100,1.71,0,0,0.02,0.01,0.04,98.22
IND6,1,CA,0,0,0,0,0,0,0,0
IND6,1,CA,10,0,0,0,0,0,0,10
IND6,1,CA,20,0,0,0,0,0,0.01,19.99
IND6,1,CA,30,0,0,0,0,0,0.01,29.99
IND6,1,CA,40,0,0,0,0,0,0.01,39.98
IND6,1,CA,50,0,0,0,0,0,0.02,49.98
IND6,1,CA,60,0.04,0,0,0.01,0,0.02,59.93
IND6,1,CA,70,0.18,0,0,0.01,0,0.03,69.78
IND6,1,CA,80,0.45,0,0,0.01,0,0.05,79.49
IND6,1,CA,90,1.1,0,0,0.02,0,0.05,88.83
IND6,1,CA,100,1.49,0,0,0.02,0.01,0.04,98.44
IND6,1,V ,0,0,0,0,0,0,0,0
IND6,1,V ,10,0,0,0,0,0,0,10
IND6,1,V ,20,0,0,0,0,0,0.01,19.99
IND6,1,V ,30,0,0,0,0,0,0.01,29.99
IND6,1,V ,40,0,0,0,0,0,0.01,39.98
IND6,1,V ,50,0,0,0,0,0,0.02,49.98
IND6,1,V ,60,0.04,0,0,0.01,0,0.02,59.93
IND6,1,V ,70,0.18,0,0,0.01,0,0.03,69.78
IND6,1,V ,80,0.45,0,0,0.01,0,0.05,79.49
IND6,1,V ,90,1.1,0,0,0.02,0,0.05,88.83
IND6,1,V ,100,1.49,0,0,0.02,0.01,0.04,98.44
REL1,0,A ,0,0,0,0,0,0,0,0
REL1,0,A ,10,0,0,0,0,0,0,10
REL1,0,A ,20,0,0,0,0,0,0.01,19.99
REL1,0,A ,30,0,0,0,0,0,0.01,29.99
REL1,0,A ,40,0,0,0,0,0,0.01,39.99
REL1,0,A ,50,0,0,0,0,0,0.02,49.98
REL1,0,A ,60,0,0,0,0,0,0.02,59.98
REL1,0,A ,70,0,0,0,0,0.02,0.03,69.95
REL1,0,A ,80,0,0,0.02,0,0.09,0.03,79.86
REL1,0,A ,90,0.01,0,0.03,0,0.17,0.03,89.76
REL1,0,A ,100,0.01,0,0.04,0,0.25,0.03,99.67
REL1,0,CA,0,0,0,0,0,0,0,0
REL1,0,CA,10,0,0,0,0,0,0,10
REL1,0,CA,20,0,0,0,0,0,0.01,19.99
REL1,0,CA,30,0,0,0,0,0.03,0.01,29.96
REL1,0,CA,40,0,0,0.01,0,0.06,0.01,39.92
REL1,0,CA,50,0,0,0.01,0,0.08,0.02,49.89
REL1,0,CA,60,0,0,0.02,0,0.1,0.02,59.86
REL1,0,CA,70,0,0,0.02,0,0.12,0.02,69.83
REL1,0,CA,80,0.01,0,0.02,0,0.14,0.03,79.8
REL1,0,CA,90,0.01,0,0.03,0,0.17,0.03,89.77
REL1,0,CA,100,0.02,0,0.04,0,0.24,0.03,99.67
REL1,0,V ,0,0,0,0,0,0,0,0
REL1,0,V ,10,0,0,0,0,0,0,10
REL1,0,V ,20,0,0,0,0,0,0.01,19.99
REL1,0,V ,30,0,0,0,0,0.03,0.01,29.96
REL1,0,V ,40,0,0,0.01,0,0.06,0.01,39.92
REL1,0,V ,50,0,0,0.01,0,0.08,0.02,49.88
REL1,0,V ,60,0,0,0.02,0,0.1,0.02,59.86
REL1,0,V ,70,0,0,0.02,0,0.12,0.03,69.82
REL1,0,V ,80,0.01,0,0.02,0,0.14,0.03,79.8
REL1,0,V ,90,0.01,0,0.03,0,0.17,0.03,89.77
REL1,0,V ,100,0.01,0,0.04,0,0.24,0.03,99.67
REL1,1,A ,0,0,0,0,0,0,0,0
REL1,1,A ,10,0,0,0,0,0,0,10
REL1,1,A ,20,0,0,0,0,0,0,20
REL1,1,A ,30,0,0,0,0,0,0.01,29.99
REL1,1,A ,40,0,0,0,0,0,0.01,39.99
REL1,1,A ,50,0,0,0,0,0,0.01,49.99
REL1,1,A ,60,0,0,0,0,0,0.02,59.98
REL1,1,A ,70,0,0,0.01,0,0.07,0.02,69.9
REL1,1,A ,80,0.02,0,0.02,0,0.19,0.02,79.75
REL1,1,A ,90,0.04,0,0.04,0,0.32,0.02,89.58
REL1,1,A ,100,0.08,0,0.05,0,0.4,0.02,99.45
REL1,1,CA,0,0,0,0,0,0,0,0
REL1,1,CA,10,0,0,0,0,0,0,10
REL1,1,CA,20,0,0,0,0,0.01,0.01,19.99
REL1,1,CA,30,0,0,0,0,0.03,0.01,29.95
REL1,1,CA,40,0,0,0.01,0,0.08,0.01,39.9
REL1,1,CA,50,0,0,0.01,0,0.11,0.01,49.86
REL1,1,CA,60,0.02,0,0.01,0,0.13,0.02,59.82
REL1,1,CA,70,0.04,0,0.02,0,0.16,0.02,69.75
REL1,1,CA,80,0.06,0,0.02,0,0.18,0.02,79.72
REL1,1,CA,90,0.09,0,0.03,0,0.27,0.02,89.58
REL1,1,CA,100,0.13,0,0.04,0,0.36,0.02,99.44
REL1,1,V ,0,0,0,0,0,0,0,0
REL1,1,V ,10,0,0,0,0,0,0,10
REL1,1,V ,20,0,0,0,0,0.01,0.01,19.99
REL1,1,V ,30,0,0,0,0,0.03,0.01,29.95
REL1,1,V ,40,0,0,0.01,0,0.08,0.01,39.9
REL1,1,V ,50,0,0,0.01,0,0.11,0.01,49.86
REL1,1,V ,60,0.02,0,0.01,0,0.13,0.02,59.82
REL1,1,V ,70,0.04,0,0.02,0,0.16,0.02,69.75
REL1,1,V ,80,0.06,0,0.02,0,0.18,0.02,79.72
REL1,1,V ,90,0.09,0,0.03,0,0.27,0.02,89.58
REL1,1,V ,100,0.13,0,0.04,0,0.36,0.02,99.44
RES1,0,A ,0,0,0,0,0,0,0,0
RES1,0,A ,10,0,0,0,0,0,0.03,9.97
RES1,0,A ,20,0,0,0,0,0,0.1,19.9
RES1,0,A ,30,0,0,0,0,0,0.19,29.81
RES1,0,A ,40,0,0,0,0,0,0.28,39.72
RES1,0,A ,50,0,0,0,0,0,0.35,49.65
RES1,0,A ,60,0,0,0,0,0,0.39,59.61
RES1,0,A ,70,0,0,0,0,0,0.46,69.54
RES1,0,A ,80,0,0,0,0,0,0.55,79.45
RES1,0,A ,90,0,0,0.02,0,0,0.65,89.33
RES1,0,A ,100,0,0,0.04,0,0,0.65,99.3
RES1,0,CA,0,0,0,0,0,0,0,0
RES1,0,CA,10,0,0,0,0,0,0.02,9.98
RES1,0,CA,20,0,0,0,0,0,0.15,19.85
RES1,0,CA,30,0,0,0.01,0,0,0.23,29.76
RES1,0,CA,40,0,0,0.01,0,0,0.28,39.71
RES1,0,CA,50,0,0,0.01,0,0,0.37,49.62
RES1,0,CA,60,0,0,0.01,0,0,0.43,59.56
RES1,0,CA,70,0,0,0.02,0,0,0.51,69.48
RES1,0,CA,80,0,0,0.02,0,0,0.56,79.42
RES1,0,CA,90,0,0,0.02,0,0,0.61,89.37
